nodes,techs,carriers,definition_matrix
ESP_7,PRT_1_PRT_2_ac_ohl_transmission,uranium,False
ESP_7,Trade_Markets_ESP_10_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_10_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_10_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_10_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_10_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_11_coal_transmission,coal,False
ESP_7,Trade_Markets_ESP_11_coal_transmission,electricity,False
ESP_7,Trade_Markets_ESP_11_coal_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_11_coal_transmission,oil,False
ESP_7,Trade_Markets_ESP_11_coal_transmission,uranium,False
ESP_7,Trade_Markets_ESP_11_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_11_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_11_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_11_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_11_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_11_oil_fuel_transmission,coal,False
ESP_7,Trade_Markets_ESP_11_oil_fuel_transmission,electricity,False
ESP_7,Trade_Markets_ESP_11_oil_fuel_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_11_oil_fuel_transmission,oil,False
ESP_7,Trade_Markets_ESP_11_oil_fuel_transmission,uranium,False
ESP_7,Trade_Markets_ESP_11_uranium_transmission,coal,False
ESP_7,Trade_Markets_ESP_11_uranium_transmission,electricity,False
ESP_7,Trade_Markets_ESP_11_uranium_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_11_uranium_transmission,oil,False
ESP_7,Trade_Markets_ESP_11_uranium_transmission,uranium,False
ESP_7,Trade_Markets_ESP_1_coal_transmission,coal,False
ESP_7,Trade_Markets_ESP_1_coal_transmission,electricity,False
ESP_7,Trade_Markets_ESP_1_coal_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_1_coal_transmission,oil,False
ESP_7,Trade_Markets_ESP_1_coal_transmission,uranium,False
ESP_7,Trade_Markets_ESP_1_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_1_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_1_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_1_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_2_coal_transmission,coal,False
ESP_7,Trade_Markets_ESP_2_coal_transmission,electricity,False
ESP_7,Trade_Markets_ESP_2_coal_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_2_coal_transmission,oil,False
ESP_7,Trade_Markets_ESP_2_coal_transmission,uranium,False
ESP_7,Trade_Markets_ESP_2_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_2_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_2_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_2_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_2_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_2_oil_fuel_transmission,coal,False
ESP_7,Trade_Markets_ESP_2_oil_fuel_transmission,electricity,False
ESP_7,Trade_Markets_ESP_2_oil_fuel_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_2_oil_fuel_transmission,oil,False
ESP_7,Trade_Markets_ESP_2_oil_fuel_transmission,uranium,False
ESP_7,Trade_Markets_ESP_2_uranium_transmission,coal,False
ESP_7,Trade_Markets_ESP_2_uranium_transmission,electricity,False
ESP_7,Trade_Markets_ESP_2_uranium_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_2_uranium_transmission,oil,False
ESP_7,Trade_Markets_ESP_2_uranium_transmission,uranium,False
ESP_7,Trade_Markets_ESP_3_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_3_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_3_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_3_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_3_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_4_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_4_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_4_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_4_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_4_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_5_coal_transmission,coal,False
ESP_7,Trade_Markets_ESP_5_coal_transmission,electricity,False
ESP_7,Trade_Markets_ESP_5_coal_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_5_coal_transmission,oil,False
ESP_7,Trade_Markets_ESP_5_coal_transmission,uranium,False
ESP_7,Trade_Markets_ESP_5_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_5_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_5_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_5_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_5_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_6_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_6_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_6_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_6_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_6_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_6_oil_fuel_transmission,coal,False
ESP_7,Trade_Markets_ESP_6_oil_fuel_transmission,electricity,False
ESP_7,Trade_Markets_ESP_6_oil_fuel_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_6_oil_fuel_transmission,oil,False
ESP_7,Trade_Markets_ESP_6_oil_fuel_transmission,uranium,False
ESP_7,Trade_Markets_ESP_6_uranium_transmission,coal,False
ESP_7,Trade_Markets_ESP_6_uranium_transmission,electricity,False
ESP_7,Trade_Markets_ESP_6_uranium_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_6_uranium_transmission,oil,False
ESP_7,Trade_Markets_ESP_6_uranium_transmission,uranium,False
ESP_7,Trade_Markets_ESP_7_coal_transmission,coal,True
ESP_7,Trade_Markets_ESP_7_coal_transmission,electricity,False
ESP_7,Trade_Markets_ESP_7_coal_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_7_coal_transmission,oil,False
ESP_7,Trade_Markets_ESP_7_coal_transmission,uranium,False
ESP_7,Trade_Markets_ESP_7_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_7_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_7_natural_gas_transmission,natural_gas,True
ESP_7,Trade_Markets_ESP_7_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_7_natural_gas_transmission,uranium,False
ESP_7,Trade_Markets_ESP_7_uranium_transmission,coal,False
ESP_7,Trade_Markets_ESP_7_uranium_transmission,electricity,False
ESP_7,Trade_Markets_ESP_7_uranium_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_7_uranium_transmission,oil,False
ESP_7,Trade_Markets_ESP_7_uranium_transmission,uranium,True
ESP_7,Trade_Markets_ESP_8_uranium_transmission,coal,False
ESP_7,Trade_Markets_ESP_8_uranium_transmission,electricity,False
ESP_7,Trade_Markets_ESP_8_uranium_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_8_uranium_transmission,oil,False
ESP_7,Trade_Markets_ESP_8_uranium_transmission,uranium,False
ESP_7,Trade_Markets_ESP_9_coal_transmission,coal,False
ESP_7,Trade_Markets_ESP_9_coal_transmission,electricity,False
ESP_7,Trade_Markets_ESP_9_coal_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_9_coal_transmission,oil,False
ESP_7,Trade_Markets_ESP_9_coal_transmission,uranium,False
ESP_7,Trade_Markets_ESP_9_natural_gas_transmission,coal,False
ESP_7,Trade_Markets_ESP_9_natural_gas_transmission,electricity,False
ESP_7,Trade_Markets_ESP_9_natural_gas_transmission,natural_gas,False
ESP_7,Trade_Markets_ESP_9_natural_gas_transmission,oil,False
ESP_7,Trade_Markets_ESP_9_natural_gas_transmission,uranium,False
ESP_7,battery_CN,coal,False
ESP_7,battery_CN,electricity,True
ESP_7,battery_CN,natural_gas,False
ESP_7,battery_CN,oil,False
ESP_7,battery_CN,uranium,False
ESP_7,battery_CZ,coal,False
ESP_7,battery_CZ,electricity,True
ESP_7,battery_CZ,natural_gas,False
ESP_7,battery_CZ,oil,False
ESP_7,battery_CZ,uranium,False
ESP_7,battery_ESP,coal,False
ESP_7,battery_ESP,electricity,True
ESP_7,battery_ESP,natural_gas,False
ESP_7,battery_ESP,oil,False
ESP_7,battery_ESP,uranium,False
ESP_7,battery_HU,coal,False
ESP_7,battery_HU,electricity,True
ESP_7,battery_HU,natural_gas,False
ESP_7,battery_HU,oil,False
ESP_7,battery_HU,uranium,False
ESP_7,battery_PL,coal,False
ESP_7,battery_PL,electricity,True
ESP_7,battery_PL,natural_gas,False
ESP_7,battery_PL,oil,False
ESP_7,battery_PL,uranium,False
ESP_7,battery_US,coal,False
ESP_7,battery_US,electricity,True
ESP_7,battery_US,natural_gas,False
ESP_7,battery_US,oil,False
ESP_7,battery_US,uranium,False
ESP_7,biogas_to_electricity_supply_BEL,coal,False
ESP_7,biogas_to_electricity_supply_BEL,electricity,True
ESP_7,biogas_to_electricity_supply_BEL,natural_gas,False
ESP_7,biogas_to_electricity_supply_BEL,oil,False
ESP_7,biogas_to_electricity_supply_BEL,uranium,False
ESP_7,biogas_to_electricity_supply_CAN,coal,False
ESP_7,biogas_to_electricity_supply_CAN,electricity,True
ESP_7,biogas_to_electricity_supply_CAN,natural_gas,False
ESP_7,biogas_to_electricity_supply_CAN,oil,False
ESP_7,biogas_to_electricity_supply_CAN,uranium,False
ESP_7,biogas_to_electricity_supply_FR,coal,False
ESP_7,biogas_to_electricity_supply_FR,electricity,True
ESP_7,biogas_to_electricity_supply_FR,natural_gas,False
ESP_7,biogas_to_electricity_supply_FR,oil,False
ESP_7,biogas_to_electricity_supply_FR,uranium,False
ESP_7,biogas_to_electricity_supply_FSM,coal,False
ESP_7,biogas_to_electricity_supply_FSM,electricity,True
ESP_7,biogas_to_electricity_supply_FSM,natural_gas,False
ESP_7,biogas_to_electricity_supply_FSM,oil,False
ESP_7,biogas_to_electricity_supply_FSM,uranium,False
ESP_7,biogas_to_electricity_supply_UK,coal,False
ESP_7,biogas_to_electricity_supply_UK,electricity,True
ESP_7,biogas_to_electricity_supply_UK,natural_gas,False
ESP_7,biogas_to_electricity_supply_UK,oil,False
ESP_7,biogas_to_electricity_supply_UK,uranium,False
ESP_7,biogas_to_electricity_supply_USA,coal,False
ESP_7,biogas_to_electricity_supply_USA,electricity,True
ESP_7,biogas_to_electricity_supply_USA,natural_gas,False
ESP_7,biogas_to_electricity_supply_USA,oil,False
ESP_7,biogas_to_electricity_supply_USA,uranium,False
ESP_7,biomass_ESP,coal,False
ESP_7,biomass_ESP,electricity,True
ESP_7,biomass_ESP,natural_gas,False
ESP_7,biomass_ESP,oil,False
ESP_7,biomass_ESP,uranium,False
ESP_7,biomass_FR,coal,False
ESP_7,biomass_FR,electricity,True
ESP_7,biomass_FR,natural_gas,False
ESP_7,biomass_FR,oil,False
ESP_7,biomass_FR,uranium,False
ESP_7,biomass_IT,coal,False
ESP_7,biomass_IT,electricity,True
ESP_7,biomass_IT,natural_gas,False
ESP_7,biomass_IT,oil,False
ESP_7,biomass_IT,uranium,False
ESP_7,coal_AUS,coal,False
ESP_7,coal_AUS,electricity,False
ESP_7,coal_AUS,natural_gas,False
ESP_7,coal_AUS,oil,False
ESP_7,coal_AUS,uranium,False
ESP_7,coal_COL,coal,False
ESP_7,coal_COL,electricity,False
ESP_7,coal_COL,natural_gas,False
ESP_7,coal_COL,oil,False
ESP_7,coal_COL,uranium,False
ESP_7,coal_ITA,coal,False
ESP_7,coal_ITA,electricity,False
ESP_7,coal_ITA,natural_gas,False
ESP_7,coal_ITA,oil,False
ESP_7,coal_ITA,uranium,False
ESP_7,coal_RUS,coal,False
ESP_7,coal_RUS,electricity,False
ESP_7,coal_RUS,natural_gas,False
ESP_7,coal_RUS,oil,False
ESP_7,coal_RUS,uranium,False
ESP_7,coal_USA,coal,False
ESP_7,coal_USA,electricity,False
ESP_7,coal_USA,natural_gas,False
ESP_7,coal_USA,oil,False
ESP_7,coal_USA,uranium,False
ESP_7,demand_tech,coal,False
ESP_7,demand_tech,electricity,True
ESP_7,demand_tech,natural_gas,False
ESP_7,demand_tech,oil,False
ESP_7,demand_tech,uranium,False
ESP_7,el_import_FR,coal,False
ESP_7,el_import_FR,electricity,False
ESP_7,el_import_FR,natural_gas,False
ESP_7,el_import_FR,oil,False
ESP_7,el_import_FR,uranium,False
ESP_7,el_import_MA,coal,False
ESP_7,el_import_MA,electricity,False
ESP_7,el_import_MA,natural_gas,False
ESP_7,el_import_MA,oil,False
ESP_7,el_import_MA,uranium,False
ESP_7,el_import_PT,coal,False
ESP_7,el_import_PT,electricity,False
ESP_7,el_import_PT,natural_gas,False
ESP_7,el_import_PT,oil,False
ESP_7,el_import_PT,uranium,False
ESP_7,existing_biogas_to_electricity_supply,coal,False
ESP_7,existing_biogas_to_electricity_supply,electricity,True
ESP_7,existing_biogas_to_electricity_supply,natural_gas,False
ESP_7,existing_biogas_to_electricity_supply,oil,False
ESP_7,existing_biogas_to_electricity_supply,uranium,False
ESP_7,existing_biomass,coal,False
ESP_7,existing_biomass,electricity,True
ESP_7,existing_biomass,natural_gas,False
ESP_7,existing_biomass,oil,False
ESP_7,existing_biomass,uranium,False
ESP_7,existing_ccgt,coal,False
ESP_7,existing_ccgt,electricity,True
ESP_7,existing_ccgt,natural_gas,True
ESP_7,existing_ccgt,oil,False
ESP_7,existing_ccgt,uranium,False
ESP_7,existing_chp,coal,False
ESP_7,existing_chp,electricity,True
ESP_7,existing_chp,natural_gas,True
ESP_7,existing_chp,oil,False
ESP_7,existing_chp,uranium,False
ESP_7,existing_coal,coal,True
ESP_7,existing_coal,electricity,True
ESP_7,existing_coal,natural_gas,False
ESP_7,existing_coal,oil,False
ESP_7,existing_coal,uranium,False
ESP_7,existing_hydro_reservoir,coal,False
ESP_7,existing_hydro_reservoir,electricity,True
ESP_7,existing_hydro_reservoir,natural_gas,False
ESP_7,existing_hydro_reservoir,oil,False
ESP_7,existing_hydro_reservoir,uranium,False
ESP_7,existing_hydro_run_of_river,coal,False
ESP_7,existing_hydro_run_of_river,electricity,True
ESP_7,existing_hydro_run_of_river,natural_gas,False
ESP_7,existing_hydro_run_of_river,oil,False
ESP_7,existing_hydro_run_of_river,uranium,False
ESP_7,existing_nuclear,coal,False
ESP_7,existing_nuclear,electricity,True
ESP_7,existing_nuclear,natural_gas,False
ESP_7,existing_nuclear,oil,False
ESP_7,existing_nuclear,uranium,True
ESP_7,existing_oil_and_other,coal,False
ESP_7,existing_oil_and_other,electricity,True
ESP_7,existing_oil_and_other,natural_gas,False
ESP_7,existing_oil_and_other,oil,True
ESP_7,existing_oil_and_other,uranium,False
ESP_7,existing_open_field_pv,coal,False
ESP_7,existing_open_field_pv,electricity,True
ESP_7,existing_open_field_pv,natural_gas,False
ESP_7,existing_open_field_pv,oil,False
ESP_7,existing_open_field_pv,uranium,False
ESP_7,existing_pumped_hydro,coal,False
ESP_7,existing_pumped_hydro,electricity,True
ESP_7,existing_pumped_hydro,natural_gas,False
ESP_7,existing_pumped_hydro,oil,False
ESP_7,existing_pumped_hydro,uranium,False
ESP_7,existing_rooftop_pv,coal,False
ESP_7,existing_rooftop_pv,electricity,True
ESP_7,existing_rooftop_pv,natural_gas,False
ESP_7,existing_rooftop_pv,oil,False
ESP_7,existing_rooftop_pv,uranium,False
ESP_7,existing_wind_onshore,coal,False
ESP_7,existing_wind_onshore,electricity,True
ESP_7,existing_wind_onshore,natural_gas,False
ESP_7,existing_wind_onshore,oil,False
ESP_7,existing_wind_onshore,uranium,False
ESP_7,existing_wte,coal,False
ESP_7,existing_wte,electricity,True
ESP_7,existing_wte,natural_gas,False
ESP_7,existing_wte,oil,False
ESP_7,existing_wte,uranium,False
ESP_7,natural_gas_DEU,coal,False
ESP_7,natural_gas_DEU,electricity,False
ESP_7,natural_gas_DEU,natural_gas,False
ESP_7,natural_gas_DEU,oil,False
ESP_7,natural_gas_DEU,uranium,False
ESP_7,natural_gas_DNK,coal,False
ESP_7,natural_gas_DNK,electricity,False
ESP_7,natural_gas_DNK,natural_gas,False
ESP_7,natural_gas_DNK,oil,False
ESP_7,natural_gas_DNK,uranium,False
ESP_7,natural_gas_DZA,coal,False
ESP_7,natural_gas_DZA,electricity,False
ESP_7,natural_gas_DZA,natural_gas,False
ESP_7,natural_gas_DZA,oil,False
ESP_7,natural_gas_DZA,uranium,False
ESP_7,natural_gas_NOR,coal,False
ESP_7,natural_gas_NOR,electricity,False
ESP_7,natural_gas_NOR,natural_gas,False
ESP_7,natural_gas_NOR,oil,False
ESP_7,natural_gas_NOR,uranium,False
ESP_7,natural_gas_PT,coal,False
ESP_7,natural_gas_PT,electricity,False
ESP_7,natural_gas_PT,natural_gas,False
ESP_7,natural_gas_PT,oil,False
ESP_7,natural_gas_PT,uranium,False
ESP_7,natural_gas_liquid_DZA,coal,False
ESP_7,natural_gas_liquid_DZA,electricity,False
ESP_7,natural_gas_liquid_DZA,natural_gas,False
ESP_7,natural_gas_liquid_DZA,oil,False
ESP_7,natural_gas_liquid_DZA,uranium,False
ESP_7,natural_gas_liquid_NGA,coal,False
ESP_7,natural_gas_liquid_NGA,electricity,False
ESP_7,natural_gas_liquid_NGA,natural_gas,False
ESP_7,natural_gas_liquid_NGA,oil,False
ESP_7,natural_gas_liquid_NGA,uranium,False
ESP_7,natural_gas_liquid_QAT,coal,False
ESP_7,natural_gas_liquid_QAT,electricity,False
ESP_7,natural_gas_liquid_QAT,natural_gas,False
ESP_7,natural_gas_liquid_QAT,oil,False
ESP_7,natural_gas_liquid_QAT,uranium,False
ESP_7,natural_gas_liquid_RUS,coal,False
ESP_7,natural_gas_liquid_RUS,electricity,False
ESP_7,natural_gas_liquid_RUS,natural_gas,False
ESP_7,natural_gas_liquid_RUS,oil,False
ESP_7,natural_gas_liquid_RUS,uranium,False
ESP_7,natural_gas_liquid_USA,coal,False
ESP_7,natural_gas_liquid_USA,electricity,False
ESP_7,natural_gas_liquid_USA,natural_gas,False
ESP_7,natural_gas_liquid_USA,oil,False
ESP_7,natural_gas_liquid_USA,uranium,False
ESP_7,oil_LBY,coal,False
ESP_7,oil_LBY,electricity,False
ESP_7,oil_LBY,natural_gas,False
ESP_7,oil_LBY,oil,False
ESP_7,oil_LBY,uranium,False
ESP_7,oil_MEX,coal,False
ESP_7,oil_MEX,electricity,False
ESP_7,oil_MEX,natural_gas,False
ESP_7,oil_MEX,oil,False
ESP_7,oil_MEX,uranium,False
ESP_7,oil_NGA,coal,False
ESP_7,oil_NGA,electricity,False
ESP_7,oil_NGA,natural_gas,False
ESP_7,oil_NGA,oil,False
ESP_7,oil_NGA,uranium,False
ESP_7,oil_SA,coal,False
ESP_7,oil_SA,electricity,False
ESP_7,oil_SA,natural_gas,False
ESP_7,oil_SA,oil,False
ESP_7,oil_SA,uranium,False
ESP_7,oil_USA,coal,False
ESP_7,oil_USA,electricity,False
ESP_7,oil_USA,natural_gas,False
ESP_7,oil_USA,oil,False
ESP_7,oil_USA,uranium,False
ESP_7,open_field_pv_CN,coal,False
ESP_7,open_field_pv_CN,electricity,True
ESP_7,open_field_pv_CN,natural_gas,False
ESP_7,open_field_pv_CN,oil,False
ESP_7,open_field_pv_CN,uranium,False
ESP_7,open_field_pv_DE,coal,False
ESP_7,open_field_pv_DE,electricity,True
ESP_7,open_field_pv_DE,natural_gas,False
ESP_7,open_field_pv_DE,oil,False
ESP_7,open_field_pv_DE,uranium,False
ESP_7,open_field_pv_ESP,coal,False
ESP_7,open_field_pv_ESP,electricity,True
ESP_7,open_field_pv_ESP,natural_gas,False
ESP_7,open_field_pv_ESP,oil,False
ESP_7,open_field_pv_ESP,uranium,False
ESP_7,open_field_pv_MY,coal,False
ESP_7,open_field_pv_MY,electricity,True
ESP_7,open_field_pv_MY,natural_gas,False
ESP_7,open_field_pv_MY,oil,False
ESP_7,open_field_pv_MY,uranium,False
ESP_7,open_field_pv_NL,coal,False
ESP_7,open_field_pv_NL,electricity,True
ESP_7,open_field_pv_NL,natural_gas,False
ESP_7,open_field_pv_NL,oil,False
ESP_7,open_field_pv_NL,uranium,False
ESP_7,open_field_pv_PT,coal,False
ESP_7,open_field_pv_PT,electricity,True
ESP_7,open_field_pv_PT,natural_gas,False
ESP_7,open_field_pv_PT,oil,False
ESP_7,open_field_pv_PT,uranium,False
ESP_7,pumped_hydro_CN,coal,False
ESP_7,pumped_hydro_CN,electricity,True
ESP_7,pumped_hydro_CN,natural_gas,False
ESP_7,pumped_hydro_CN,oil,False
ESP_7,pumped_hydro_CN,uranium,False
ESP_7,pumped_hydro_ESP,coal,False
ESP_7,pumped_hydro_ESP,electricity,True
ESP_7,pumped_hydro_ESP,natural_gas,False
ESP_7,pumped_hydro_ESP,oil,False
ESP_7,pumped_hydro_ESP,uranium,False
ESP_7,roof_mounted_pv_CN,coal,False
ESP_7,roof_mounted_pv_CN,electricity,True
ESP_7,roof_mounted_pv_CN,natural_gas,False
ESP_7,roof_mounted_pv_CN,oil,False
ESP_7,roof_mounted_pv_CN,uranium,False
ESP_7,roof_mounted_pv_DE,coal,False
ESP_7,roof_mounted_pv_DE,electricity,True
ESP_7,roof_mounted_pv_DE,natural_gas,False
ESP_7,roof_mounted_pv_DE,oil,False
ESP_7,roof_mounted_pv_DE,uranium,False
ESP_7,roof_mounted_pv_ESP,coal,False
ESP_7,roof_mounted_pv_ESP,electricity,True
ESP_7,roof_mounted_pv_ESP,natural_gas,False
ESP_7,roof_mounted_pv_ESP,oil,False
ESP_7,roof_mounted_pv_ESP,uranium,False
ESP_7,roof_mounted_pv_MY,coal,False
ESP_7,roof_mounted_pv_MY,electricity,True
ESP_7,roof_mounted_pv_MY,natural_gas,False
ESP_7,roof_mounted_pv_MY,oil,False
ESP_7,roof_mounted_pv_MY,uranium,False
ESP_7,roof_mounted_pv_NL,coal,False
ESP_7,roof_mounted_pv_NL,electricity,True
ESP_7,roof_mounted_pv_NL,natural_gas,False
ESP_7,roof_mounted_pv_NL,oil,False
ESP_7,roof_mounted_pv_NL,uranium,False
ESP_7,roof_mounted_pv_PT,coal,False
ESP_7,roof_mounted_pv_PT,electricity,True
ESP_7,roof_mounted_pv_PT,natural_gas,False
ESP_7,roof_mounted_pv_PT,oil,False
ESP_7,roof_mounted_pv_PT,uranium,False
ESP_7,uranium_UK,coal,False
ESP_7,uranium_UK,electricity,False
ESP_7,uranium_UK,natural_gas,False
ESP_7,uranium_UK,oil,False
ESP_7,uranium_UK,uranium,False
ESP_7,uranium_USA,coal,False
ESP_7,uranium_USA,electricity,False
ESP_7,uranium_USA,natural_gas,False
ESP_7,uranium_USA,oil,False
ESP_7,uranium_USA,uranium,False
ESP_7,wind_offshore_CN,coal,False
ESP_7,wind_offshore_CN,electricity,True
ESP_7,wind_offshore_CN,natural_gas,False
ESP_7,wind_offshore_CN,oil,False
ESP_7,wind_offshore_CN,uranium,False
ESP_7,wind_offshore_DE,coal,False
ESP_7,wind_offshore_DE,electricity,True
ESP_7,wind_offshore_DE,natural_gas,False
ESP_7,wind_offshore_DE,oil,False
ESP_7,wind_offshore_DE,uranium,False
ESP_7,wind_offshore_ESP,coal,False
ESP_7,wind_offshore_ESP,electricity,True
ESP_7,wind_offshore_ESP,natural_gas,False
ESP_7,wind_offshore_ESP,oil,False
ESP_7,wind_offshore_ESP,uranium,False
ESP_7,wind_offshore_FR,coal,False
ESP_7,wind_offshore_FR,electricity,True
ESP_7,wind_offshore_FR,natural_gas,False
ESP_7,wind_offshore_FR,oil,False
ESP_7,wind_offshore_FR,uranium,False
ESP_7,wind_offshore_IND,coal,False
ESP_7,wind_offshore_IND,electricity,True
ESP_7,wind_offshore_IND,natural_gas,False
ESP_7,wind_offshore_IND,oil,False
ESP_7,wind_offshore_IND,uranium,False
ESP_7,wind_offshore_NDL,coal,False
ESP_7,wind_offshore_NDL,electricity,True
ESP_7,wind_offshore_NDL,natural_gas,False
ESP_7,wind_offshore_NDL,oil,False
ESP_7,wind_offshore_NDL,uranium,False
ESP_7,wind_offshore_PT,coal,False
ESP_7,wind_offshore_PT,electricity,True
ESP_7,wind_offshore_PT,natural_gas,False
ESP_7,wind_offshore_PT,oil,False
ESP_7,wind_offshore_PT,uranium,False
ESP_7,wind_onshore_competing_CN,coal,False
ESP_7,wind_onshore_competing_CN,electricity,True
ESP_7,wind_onshore_competing_CN,natural_gas,False
ESP_7,wind_onshore_competing_CN,oil,False
ESP_7,wind_onshore_competing_CN,uranium,False
ESP_7,wind_onshore_competing_DE,coal,False
ESP_7,wind_onshore_competing_DE,electricity,True
ESP_7,wind_onshore_competing_DE,natural_gas,False
ESP_7,wind_onshore_competing_DE,oil,False
ESP_7,wind_onshore_competing_DE,uranium,False
ESP_7,wind_onshore_competing_ESP,coal,False
ESP_7,wind_onshore_competing_ESP,electricity,True
ESP_7,wind_onshore_competing_ESP,natural_gas,False
ESP_7,wind_onshore_competing_ESP,oil,False
ESP_7,wind_onshore_competing_ESP,uranium,False
ESP_7,wind_onshore_competing_FR,coal,False
ESP_7,wind_onshore_competing_FR,electricity,True
ESP_7,wind_onshore_competing_FR,natural_gas,False
ESP_7,wind_onshore_competing_FR,oil,False
ESP_7,wind_onshore_competing_FR,uranium,False
ESP_7,wind_onshore_competing_IND,coal,False
ESP_7,wind_onshore_competing_IND,electricity,True
ESP_7,wind_onshore_competing_IND,natural_gas,False
ESP_7,wind_onshore_competing_IND,oil,False
ESP_7,wind_onshore_competing_IND,uranium,False
ESP_7,wind_onshore_competing_NDL,coal,False
ESP_7,wind_onshore_competing_NDL,electricity,True
ESP_7,wind_onshore_competing_NDL,natural_gas,False
ESP_7,wind_onshore_competing_NDL,oil,False
ESP_7,wind_onshore_competing_NDL,uranium,False
ESP_7,wind_onshore_competing_PT,coal,False
ESP_7,wind_onshore_competing_PT,electricity,True
ESP_7,wind_onshore_competing_PT,natural_gas,False
ESP_7,wind_onshore_competing_PT,oil,False
ESP_7,wind_onshore_competing_PT,uranium,False
ESP_7,wind_onshore_monopoly_CN,coal,False
ESP_7,wind_onshore_monopoly_CN,electricity,True
ESP_7,wind_onshore_monopoly_CN,natural_gas,False
ESP_7,wind_onshore_monopoly_CN,oil,False
ESP_7,wind_onshore_monopoly_CN,uranium,False
ESP_7,wind_onshore_monopoly_DE,coal,False
ESP_7,wind_onshore_monopoly_DE,electricity,True
ESP_7,wind_onshore_monopoly_DE,natural_gas,False
ESP_7,wind_onshore_monopoly_DE,oil,False
ESP_7,wind_onshore_monopoly_DE,uranium,False
ESP_7,wind_onshore_monopoly_ESP,coal,False
ESP_7,wind_onshore_monopoly_ESP,electricity,True
ESP_7,wind_onshore_monopoly_ESP,natural_gas,False
ESP_7,wind_onshore_monopoly_ESP,oil,False
ESP_7,wind_onshore_monopoly_ESP,uranium,False
ESP_7,wind_onshore_monopoly_FR,coal,False
ESP_7,wind_onshore_monopoly_FR,electricity,True
ESP_7,wind_onshore_monopoly_FR,natural_gas,False
ESP_7,wind_onshore_monopoly_FR,oil,False
ESP_7,wind_onshore_monopoly_FR,uranium,False
